article_name,country,revision_id,article_quality,population
Syed Ali Musa Gillani,Pakistan,792584290.0,Stub,200.6
Miangul Asfandyar Amir Zeb,Pakistan,792633464.0,Start,200.6
Qamar Zaman Khan,Pakistan,792692158.0,Start,200.6
Mian Muhammad Azhar,Pakistan,792717199.0,Start,200.6
Malik Karamat Khokhar,Pakistan,792717790.0,Stub,200.6
Tasneem Noorani,Pakistan,792722298.0,Stub,200.6
Jafar Khan Jamali,Pakistan,792796764.0,Stub,200.6
Abdul Wahab Khan,Pakistan,792874629.0,Stub,200.6
Zafar Hilaly,Pakistan,792935269.0,Stub,200.6
Raja Ashfaq Sarwar,Pakistan,793024534.0,C,200.6
Ali Haider Gillani,Pakistan,793096074.0,Stub,200.6
Farzana Bari,Pakistan,793232084.0,Start,200.6
Malik Jamroz Khan,Pakistan,793307115.0,Stub,200.6
Abdul Latif Yousafzai,Pakistan,793523629.0,Stub,200.6
Rana Abdul Sattar,Pakistan,793548866.0,Stub,200.6
Riaz Hussain (politician),Pakistan,793656364.0,Stub,200.6
Bashir Ahmad Bilour,Pakistan,793674409.0,Start,200.6
Maula Bakhsh Chandio,Pakistan,793833263.0,Start,200.6
Yasmeen Rehman,Pakistan,793836391.0,Stub,200.6
Nisar Fatima,Pakistan,793841446.0,Stub,200.6
Raza Haider,Pakistan,793885842.0,Stub,200.6
Syed Manzar Imam,Pakistan,793885917.0,Stub,200.6
Interior Minister of Pakistan,Pakistan,794064343.0,Stub,200.6
Kishan Chand Parwani,Pakistan,794080871.0,Stub,200.6
Manwer Lal,Pakistan,794081192.0,Stub,200.6
Noor Alam Khan,Pakistan,794109925.0,Start,200.6
Krishan Bheel,Pakistan,794137357.0,Stub,200.6
Anwar Saifullah Khan,Pakistan,794405204.0,Start,200.6
Jam Ali Akbar,Pakistan,794597858.0,Stub,200.6
Mir Ghazanfar Ali Khan,Pakistan,794638097.0,Start,200.6
Javed Iqbal Warraich,Pakistan,794670353.0,Stub,200.6
Mian Abdul Sattar,Pakistan,794670532.0,Stub,200.6
Khadija Aamir Yar Malik,Pakistan,794670626.0,Stub,200.6
Muhammad Mohsin Ali Qureshi,Pakistan,794670756.0,Stub,200.6
Dost Muhammad Mazari,Pakistan,794670761.0,Stub,200.6
Muhammad Saif-ud-Din Khosa,Pakistan,794670775.0,Stub,200.6
Mehmood Hayat Khan,Pakistan,794670793.0,Stub,200.6
Natasha Daultana,Pakistan,794670802.0,Stub,200.6
Muhammad Salman Mohsin Gillani,Pakistan,794670922.0,Stub,200.6
Nauman Ahmad Langrial,Pakistan,794670934.0,Stub,200.6
Ghulam Farid Kathia,Pakistan,794670958.0,Stub,200.6
Muhammad Akhtar Khan Kanju,Pakistan,794670980.0,Stub,200.6
Liaqat Ali Khan (politician),Pakistan,794670999.0,Stub,200.6
Shahid Hussain Bhutto,Pakistan,794672496.0,Stub,200.6
Hafiz Hamdullah,Pakistan,794674592.0,Start,200.6
Gul Muhammad Khan Jakhrani,Pakistan,794676370.0,Stub,200.6
Salahuddin (politician),Pakistan,794676940.0,Stub,200.6
Noor-ul-Haq Qadri,Pakistan,794677962.0,Stub,200.6
Hamid Yar Hiraj,Pakistan,794682753.0,Stub,200.6
Ashraf Mahmood Wathra,Pakistan,794744256.0,Start,200.6
Abdul Akbar Khan,Pakistan,794822412.0,Start,200.6
Syed Mumtaz Alam Gillani,Pakistan,794834928.0,C,200.6
Shah Turabul Haq Qadri,Pakistan,794835592.0,Stub,200.6
Sardar Muqeem Khoso,Pakistan,794838169.0,Stub,200.6
Ahmed Saeed Awan,Pakistan,794838252.0,Stub,200.6
Nawab Muhammad Ayaz Khan Jogezai,Pakistan,794839946.0,Stub,200.6
Syed Zafar Ali Shah (senator),Pakistan,794840345.0,Stub,200.6
Ghazala Saad Rafique,Pakistan,794850993.0,Stub,200.6
Amir Azam Khan (politician),Pakistan,794910035.0,C,200.6
Michael Javaid,Pakistan,794988929.0,Stub,200.6
Ghulam Ali Nizamani,Pakistan,794989795.0,Stub,200.6
Ghulam Hyder Samejo,Pakistan,794991414.0,Stub,200.6
Shamshad Sattar Bachani,Pakistan,795013335.0,Stub,200.6
Ubaidur Rahman Zia,Pakistan,795054455.0,Stub,200.6
Muhammad Jadam Mangrio,Pakistan,795130800.0,Stub,200.6
Talat Mahesar,Pakistan,795130821.0,Stub,200.6
Muhammad Ayub Sheikh,Pakistan,795133069.0,Stub,200.6
Sher Muhammad Baloch,Pakistan,795134403.0,Stub,200.6
Sardar Mohammad Umar Gorgage,Pakistan,795135525.0,Stub,200.6
Haji Roz-ud-Din,Pakistan,795136367.0,Stub,200.6
Maulvi Asmatullah,Pakistan,795136637.0,Stub,200.6
Mir Ahmadan Khan Bugti,Pakistan,795136867.0,Stub,200.6
Mir Changez Khan Jamali,Pakistan,795137035.0,Stub,200.6
Mir Humayun Aziz Kurd,Pakistan,795137457.0,Stub,200.6
Mohammad Usman (politician),Pakistan,795137776.0,Stub,200.6
Yaqoob Bizanjo,Pakistan,795137963.0,Stub,200.6
Omar Asghar Khan,Pakistan,795161826.0,C,200.6
Kausar Niazi,Pakistan,795161994.0,Start,200.6
Elahi Bux Soomro,Pakistan,795162568.0,Start,200.6
Rana Abdul Rauf,Pakistan,795276745.0,Stub,200.6
Shaikh Din Muhammad,Pakistan,795296624.0,Start,200.6
Javed Jabbar,Pakistan,795299266.0,Start,200.6
Maulana Bashir Ahmad Sialvi,Pakistan,795301590.0,Start,200.6
Liaqat Baloch,Pakistan,795444355.0,Start,200.6
Mohammad Ibrahim Khan Jhagra,Pakistan,795445379.0,Start,200.6
Naz Baloch,Pakistan,795479606.0,Start,200.6
Fraz Wahlah,Pakistan,795588781.0,n/a,200.6
Bushra Gohar,Pakistan,795863992.0,Start,200.6
Anwar Aziz Chaudhry,Pakistan,795976867.0,Stub,200.6
Iftikhar Hussain Shah,Pakistan,796127417.0,Start,200.6
Rubina Shaheen,Pakistan,796128725.0,Stub,200.6
Mir Rasool Bux Talpur,Pakistan,796210750.0,Stub,200.6
Abida Hussain,Pakistan,796281540.0,C,200.6
Khwaja Qamar ul Din Sialvi,Pakistan,796316447.0,C,200.6
Shahjahan Yousuf,Pakistan,796341089.0,Stub,200.6
Rana Mahmood-ul-Hassan,Pakistan,796444231.0,Stub,200.6
Shahal Khan Khoso,Pakistan,796506233.0,C,200.6
Uzma Qadri,Pakistan,796514475.0,Stub,200.6
Syed Salim Raza,Pakistan,796560137.0,Start,200.6
Maulvi Tamizuddin Khan,Pakistan,796636243.0,Start,200.6
Moonis Elahi,Pakistan,796638729.0,Start,200.6
Faisal Karim Kundi,Pakistan,796651170.0,Start,200.6
Sardar Fateh Muhammad Muhammad Hassani,Pakistan,796828148.0,Stub,200.6
Samina Khalid Ghurki,Pakistan,796849002.0,Start,200.6
Iftikhar Khan Jhagra,Pakistan,796854114.0,Stub,200.6
Rana Iqbal Ahmad Khan,Pakistan,796856494.0,B,200.6
Ehsan-ul-Haq Piracha,Pakistan,796857427.0,Start,200.6
Qamar Zaman Shah,Pakistan,796857902.0,Stub,200.6
Raes Jamil Bhurgari,Pakistan,796857925.0,Stub,200.6
Basit Jehangir Sheikh,Pakistan,796862062.0,C,200.6
Muhammad Afzal Sindhu,Pakistan,796862138.0,Stub,200.6
Kashmala Tariq,Pakistan,796863014.0,Start,200.6
Manzoor Wassan,Pakistan,796863065.0,Stub,200.6
Zainul Abideen,Pakistan,796863249.0,Stub,200.6
Syed Zafar Ali Shah,Pakistan,796864288.0,Start,200.6
M. Nawaz Khokhar,Pakistan,796864878.0,Stub,200.6
Sadia Abbasi,Pakistan,796881246.0,Stub,200.6
Abdul Gani (soldier),Pakistan,796887494.0,Start,200.6
Malik Nawab Sher Waseer,Pakistan,796909949.0,Stub,200.6
Basma Riaz Choudhry,Pakistan,796952884.0,Stub,200.6
Shehla Raza,Pakistan,796990025.0,Start,200.6
Malak Azmat Khan,Pakistan,797017980.0,Stub,200.6
Sardar Bahadur Ahmed Khan,Pakistan,797030894.0,Stub,200.6
Abdul Hamid Khan (politician),Pakistan,797035244.0,Stub,200.6
Abu Hussain Sarkar,Pakistan,797100120.0,Start,200.6
Khalid Mehmood Soomro,Pakistan,797179978.0,Start,200.6
Amjad Ali (civil servant),Pakistan,797318770.0,Start,200.6
Hayat Sherpao,Pakistan,797340602.0,C,200.6
Syed Munir Hussain Gilani,Pakistan,797498448.0,Start,200.6
Rana Muhammad Afzal,Pakistan,797516710.0,Start,200.6
Sassui Palijo,Pakistan,797551614.0,Start,200.6
Tanzila Aamir Cheema,Pakistan,797554934.0,Stub,200.6
Nazir Ahmed Khan (politician),Pakistan,797572336.0,Start,200.6
Nadeem Ehsan,Pakistan,797623209.0,Stub,200.6
Chaudhry Mumtaz Ahmed Kahloon,Pakistan,797646946.0,Stub,200.6
Sajid Qureshi,Pakistan,797747980.0,Stub,200.6
Ghulam Qadir Khan,Pakistan,797752848.0,Stub,200.6
Zulfiqar Halepoto,Pakistan,797761741.0,Start,200.6
Haji Omar,Pakistan,797802929.0,Stub,200.6
Syed Ata-ul-Muhaimin Bukhari,Pakistan,797809216.0,Stub,200.6
Yahya Bakhtiar,Pakistan,797984136.0,Start,200.6
Miangul Adnan Aurangzeb,Pakistan,797986452.0,Start,200.6
Mohammad Abbas Abbasi (governor),Pakistan,798085455.0,Stub,200.6
Abdul Malik Baloch,Pakistan,798152161.0,C,200.6
Osman Saifullah,Pakistan,798234928.0,Start,200.6
Muhammad Ali (politician),Pakistan,798276380.0,Start,200.6
Athar Ali (politician),Pakistan,798330441.0,Stub,200.6
Mufti Muhammad Abbas,Pakistan,798532002.0,Stub,200.6
Arbab Jehangir Khan,Pakistan,798532524.0,Stub,200.6
Rajinder Kaur Bhattal,Pakistan,798591757.0,C,200.6
Abdul Ghafoor Khan Durrani,Pakistan,798867756.0,Start,200.6
Malik Zahoor Ahmad,Pakistan,798874500.0,Stub,200.6
Afaq Ahmed,Pakistan,798893538.0,Stub,200.6
Zardari family,Pakistan,798978992.0,Start,200.6
Jalil Abbas Jilani,Pakistan,798993371.0,Start,200.6
Mohammed Sadiq (diplomat),Pakistan,799035386.0,Stub,200.6
Sanaullah Baloch,Pakistan,799053388.0,Start,200.6
Inamul Haque Khan,Pakistan,799057027.0,GA,200.6
Ali Haider Noor Khan Niazi,Pakistan,799065755.0,Stub,200.6
Habib Jalib Baloch,Pakistan,799109420.0,Stub,200.6
Meera (actress),Pakistan,799245998.0,C,200.6
Nilofar Bakhtiar,Pakistan,799283750.0,Start,200.6
Janbaz Mirza,Pakistan,799439419.0,Stub,200.6
Mufti Jafar Hussain,Pakistan,799441237.0,Start,200.6
Arif Hussain Hussaini,Pakistan,799441364.0,Start,200.6
Jahangir Khanzada,Pakistan,799488091.0,Start,200.6
Makhdoom Shahabuddin,Pakistan,799536435.0,Start,200.6
Aamer Sohail,Pakistan,799597928.0,C,200.6
Abdul Ghafoor Bhurgri,Pakistan,799598389.0,C,200.6
Ataullah Mengal,Pakistan,799625653.0,C,200.6
Zubaida Jalal Khan,Pakistan,799677219.0,GA,200.6
Ghulam Mohammed Baloch,Pakistan,799709406.0,Start,200.6
Miran Mohammad Shah,Pakistan,799815864.0,Start,200.6
Raja Muhammad Akbar Khan,Pakistan,799880073.0,n/a,200.6
Arbab Sikandar Khan,Pakistan,799909023.0,Stub,200.6
Phool Muhammad Khan,Pakistan,799973643.0,Stub,200.6
Wajih uz Zaman Khan,Pakistan,800052317.0,Start,200.6
Shahnawaz Bhutto,Pakistan,800128166.0,Start,200.6
Sher Mohammad Marri,Pakistan,800143157.0,Start,200.6
Ali Muhammad Khan,Pakistan,800147556.0,Stub,200.6
Usman Khan Tarrakai,Pakistan,800147571.0,Stub,200.6
Aqibullah,Pakistan,800147572.0,Stub,200.6
Nasir Khan Khattak,Pakistan,800147624.0,Stub,200.6
Khayal Zaman Orakzai,Pakistan,800147634.0,Stub,200.6
Muhammad Azhar Jadoon,Pakistan,800147651.0,Stub,200.6
Murtaza Javed Abbasi,Pakistan,800147817.0,Start,200.6
Babar Nawaz Khan,Pakistan,800147819.0,Stub,200.6
Sar Zamin Khan,Pakistan,800147868.0,Stub,200.6
Junaid Akbar,Pakistan,800148116.0,Stub,200.6
Amirullah Marwat,Pakistan,800148145.0,Stub,200.6
Ibad Ullah,Pakistan,800148188.0,Stub,200.6
Sahabzada Tariq Ullah,Pakistan,800148219.0,Stub,200.6
Bilal Rehman,Pakistan,800148527.0,Stub,200.6
Sajid Hussain,Pakistan,800148536.0,Stub,200.6
Muhammad Nazeer Khan,Pakistan,800148579.0,Stub,200.6
Bismillah Khan (politician),Pakistan,800148629.0,Stub,200.6
Qaiser Jamal,Pakistan,800148681.0,Stub,200.6
Sardar Mumtaz Khan,Pakistan,800252586.0,Stub,200.6
Chaudhry Khadim Hussain,Pakistan,800252590.0,Stub,200.6
Sardar Shafqat Hayat Khan,Pakistan,800252660.0,Stub,200.6
Uzair Khan,Pakistan,800252670.0,Stub,200.6
Obaidullah Shadikhel,Pakistan,800252725.0,Stub,200.6
Abdul Majeed Khan,Pakistan,800252785.0,Stub,200.6
Muhammad Afzal Khan Dhandla,Pakistan,800252802.0,Stub,200.6
Ghulam Rasool Sahi,Pakistan,800252808.0,Stub,200.6
Muhammad Asim Nazir,Pakistan,800252825.0,Stub,200.6
Rajab Ali Khan Baloch,Pakistan,800252837.0,Stub,200.6
Chaudhry Shehbaz Babar,Pakistan,800252839.0,Stub,200.6
Mian Muhammad Farooq,Pakistan,800252905.0,Stub,200.6
Nisar Ahmad Jutt,Pakistan,800252936.0,Stub,200.6
Rana Afzal Khan,Pakistan,800252972.0,Stub,200.6
Mian Abdul Manan,Pakistan,800252977.0,Stub,200.6
Ghulam Muhammad Lali,Pakistan,800253035.0,Stub,200.6
Azhar Qayyum,Pakistan,800253165.0,Stub,200.6
Sheikh Muhammad Akram,Pakistan,800253196.0,Stub,200.6
Sahibzada Muhammad Nazeer Sultan,Pakistan,800253212.0,Start,200.6
Najaf Abbas Sial,Pakistan,800253218.0,Stub,200.6
Chaudhary Khalid Javed,Pakistan,800253230.0,Stub,200.6
Asad Ur Rehman,Pakistan,800253268.0,Stub,200.6
Chaudhry Mehmood Bashir,Pakistan,800253299.0,Stub,200.6
Mian Tariq Mehmood,Pakistan,800253304.0,Stub,200.6
Rana Umar Nazir Khan,Pakistan,800253316.0,Stub,200.6
Amjad Ali Khan (politician),Pakistan,800254136.0,Stub,200.6
User:AliHKhan/sandbox,Pakistan,800254992.0,Start,200.6
Iftikhar Cheema,Pakistan,800269556.0,Stub,200.6
Saira Afzal Tarar,Pakistan,800269570.0,Start,200.6
Nawabzada Mazhar Ali,Pakistan,800269611.0,Stub,200.6
Chaudhry Abid Raza,Pakistan,800269654.0,Stub,200.6
Nasir Iqbal Bosal,Pakistan,800269676.0,Stub,200.6
Armaghan Subhani,Pakistan,800269849.0,Stub,200.6
Shamim Ahmed,Pakistan,800269871.0,Stub,200.6
Syed Iftikhar Ul Hassan,Pakistan,800269886.0,Stub,200.6
Mian Muhammad Rashid,Pakistan,800269952.0,Stub,200.6
Muhammad Riaz Malik,Pakistan,800269995.0,Stub,200.6
Mehr Ishtiaq Ahmed,Pakistan,800270012.0,Stub,200.6
Shaikh Rohale Asghar,Pakistan,800270087.0,Stub,200.6
Afzal Khokhar,Pakistan,800270260.0,Stub,200.6
Sohail Shaukat Butt,Pakistan,800270292.0,Stub,200.6
Mian Javed Latif,Pakistan,800270389.0,Stub,200.6
Irfan Dogar,Pakistan,800270480.0,Stub,200.6
Salman Haneef,Pakistan,800270596.0,Start,200.6
Waseem Akhtar Shaikh,Pakistan,800270639.0,Stub,200.6
Malik Rasheed Ahmed Khan,Pakistan,800270747.0,Stub,200.6
Rana Muhammad Ishaq,Pakistan,800270754.0,Stub,200.6
Rana Muhammad Hayat,Pakistan,800270772.0,Stub,200.6
Chaudhry Nadeem Abbas,Pakistan,800270786.0,Stub,200.6
Chaudhry Riaz-ul-Haq,Pakistan,800270798.0,Stub,200.6
Ashiq Husain Khan,Pakistan,800270812.0,Stub,200.6
Rao Muhammad Ajmal Khan,Pakistan,800270821.0,Start,200.6
Muhammad Moeen Wattoo,Pakistan,800270830.0,Stub,200.6
Malik Abdul Gafar Dogar,Pakistan,800270838.0,Stub,200.6
Malik Aamir Dogar,Pakistan,800270915.0,Stub,200.6
Rana Muhammad Qasim Noon,Pakistan,800271134.0,Start,200.6
Muhammad Khan Daha,Pakistan,800271200.0,Stub,200.6
Aslam Bodla,Pakistan,800271209.0,Stub,200.6
Chaudhry Iftikhar Nazir,Pakistan,800271215.0,Stub,200.6
Muhammad Tufail (politician),Pakistan,800271254.0,Stub,200.6
Muhammad Munir Azhar,Pakistan,800271262.0,Stub,200.6
Sardar Mansab Ali Dogar,Pakistan,800271305.0,Stub,200.6
Syed Athar Hussain Gilani,Pakistan,800271309.0,Stub,200.6
Rana Zahid Hussain,Pakistan,800271319.0,Stub,200.6
Chaudhry Nazeer Ahmad,Pakistan,800271390.0,Stub,200.6
Syed Sajid Mehdi,Pakistan,800271504.0,Stub,200.6
Tahir Iqbal Chaudhry,Pakistan,800271513.0,Stub,200.6
Saeed Ahmed Khan,Pakistan,800271528.0,Start,200.6
Amjad Farooq Khan,Pakistan,800271554.0,Start,200.6
Sardar Muhammad Jaffar Khan Leghari,Pakistan,800271645.0,Stub,200.6
Sultan Mehmood,Pakistan,800271660.0,Stub,200.6
Syed Basit Sultan Bukhari,Pakistan,800271678.0,Stub,200.6
Faiz Ul Hassan,Pakistan,800271713.0,Stub,200.6
Syed Muhammad Saqlain,Pakistan,800271717.0,Start,200.6
Syed Ali Hassan Gilani,Pakistan,800271761.0,Start,200.6
Najibuddin Awaisi,Pakistan,800271767.0,Start,200.6
Alam Dad Lalika,Pakistan,800271930.0,Stub,200.6
Tahir Bashir Cheema,Pakistan,800271993.0,Stub,200.6
Khwaja Ghulam Rasool Koreja,Pakistan,800272038.0,Stub,200.6
Sheikh Fayyaz Ud Din,Pakistan,800272065.0,Stub,200.6
Mustafa Mehmood,Pakistan,800272094.0,Stub,200.6
Mian Imtiaz Ahmed,Pakistan,800272105.0,Start,200.6
Nauman Islam Shaikh,Pakistan,800272136.0,Stub,200.6
Ali Gohar Khan Mahar,Pakistan,800272167.0,Stub,200.6
Muhammad Ayaz Soomro,Pakistan,800289343.0,Stub,200.6
Ghos Bakhsh Khan Mahar,Pakistan,800289348.0,Stub,200.6
Nazeer Ahmed Baghio,Pakistan,800289359.0,Stub,200.6
Mir Aamir Ali Khan Magsi,Pakistan,800289371.0,Stub,200.6
Aijaz Hussain Jakhrani,Pakistan,800289396.0,Stub,200.6
Mir Shabbir Ali,Pakistan,800289403.0,Stub,200.6
Ehsan ur Rehman Mazari,Pakistan,800289408.0,Stub,200.6
Azra Fazal Pechuho,Pakistan,800289546.0,Start,200.6
Syed Gulam Mustafa Shah,Pakistan,800289562.0,Start,200.6
Nawab Ali Wassan,Pakistan,800289583.0,Stub,200.6
Syed Kazim Ali,Pakistan,800289607.0,Stub,200.6
Makhdoom Saeeduz Zaman,Pakistan,800289616.0,Stub,200.6
Khalid Maqbool Siddiqui,Pakistan,800289633.0,Stub,200.6
Syed Waseem Hussain,Pakistan,800289682.0,Stub,200.6
Syed Amir Ali Shah Jamote,Pakistan,800289784.0,Start,200.6
Haji Abdul Sattar,Pakistan,800289791.0,Stub,200.6
Sardar Kamal Khan,Pakistan,800289820.0,Stub,200.6
Fahmida Mirza,Pakistan,800289840.0,C,200.6
Hussain Shah Jilani,Pakistan,800289841.0,Stub,200.6
Mir Munawar Ali,Pakistan,800289865.0,Stub,200.6
Nawab Muhammad Yousuf,Pakistan,800289871.0,Stub,200.6
Fakeer Sher Muhammad Bilalani,Pakistan,800289887.0,Stub,200.6
Pir Noor Muhammad Shah Jeelani,Pakistan,800289896.0,Stub,200.6
Asad Sikandar,Pakistan,800289999.0,Stub,200.6
Imran Zafar,Pakistan,800290021.0,Stub,200.6
Pir Baksh Junejo,Pakistan,800290032.0,Stub,200.6
Shazia Marri,Pakistan,800290049.0,Start,200.6
Roshan Din Junejo,Pakistan,800290054.0,Stub,200.6
Salman Khan Baloch,Pakistan,800290113.0,Stub,200.6
Khuwaja Sohail Mansoor,Pakistan,800290128.0,Stub,200.6
Iqbal Qadri,Pakistan,800290241.0,Stub,200.6
Mahboob Alam (politician),Pakistan,800290247.0,Stub,200.6
Abdul Waseem,Pakistan,800290254.0,Start,200.6
Sheikh Salahuddin (politician),Pakistan,800290271.0,Stub,200.6
Muhammad Kamal Malik,Pakistan,800290286.0,Stub,200.6
Kunwar Naveed Jamil,Pakistan,800290299.0,Stub,200.6
Sufiyan Yousuf,Pakistan,800290306.0,Stub,200.6
Shah Jahan Baloch,Pakistan,800290330.0,Stub,200.6
Syed Asif Husnain,Pakistan,800290520.0,Start,200.6
Muhammad Muzammil Qureshi,Pakistan,800290645.0,Stub,200.6
Iqbal Muhammad Ali Khan,Pakistan,800290678.0,Stub,200.6
Muhammad Ali Rashid,Pakistan,800290692.0,Stub,200.6
Syed Ali Raza Abidi,Pakistan,800290706.0,Stub,200.6
Sajid Ahmed,Pakistan,800290720.0,Stub,200.6
Mahmood Khan Achakzai,Pakistan,800290749.0,C,200.6
Moulvi Agha Muhammad,Pakistan,800290927.0,Stub,200.6
Abdul Qahar Khan Wadan,Pakistan,800290940.0,Stub,200.6
Khalid Hussain Magsi,Pakistan,800290998.0,Stub,200.6
Sardar Kamal Khan Bangulzai,Pakistan,800291006.0,Stub,200.6
Molana Qamar ud Din,Pakistan,800291018.0,Stub,200.6
Jam Kamal Khan,Pakistan,800291048.0,Start,200.6
Syed Essa Noori,Pakistan,800291060.0,Stub,200.6
Mohammad Aslam Khan (politician),Pakistan,800296479.0,Start,200.6
Mussarat Ahmed Zeb,Pakistan,800453323.0,Stub,200.6
Nafisa Shah,Pakistan,800455849.0,Start,200.6
Bhawan Das,Pakistan,800456179.0,Stub,200.6
Isphanyar M. Bhandara,Pakistan,800456189.0,Stub,200.6
Ramesh Kumar Vankwani,Pakistan,800456214.0,Stub,200.6
Tariq Christopher Qaiser,Pakistan,800456218.0,Stub,200.6
Khalil Francis,Pakistan,800456228.0,Stub,200.6
Ramesh Lal,Pakistan,800456243.0,Stub,200.6
Lal Chand,Pakistan,800456249.0,Stub,200.6
Sanjay Perwani,Pakistan,800456260.0,Stub,200.6
Raja Aamer Zaman,Pakistan,800456433.0,Stub,200.6
Malik Iqbal Mehdi Khan,Pakistan,800456480.0,Start,200.6
Muhammad Ijaz Ahmed Chaudhary,Pakistan,800456515.0,Start,200.6
Rai Mansab Ali Khan,Pakistan,800456590.0,Start,200.6
Muhammad Arif Chaudhry,Pakistan,800456605.0,Stub,200.6
Syed Ashiq Hussain Bukhari,Pakistan,800456637.0,Stub,200.6
Siddique Khan Baloch,Pakistan,800456665.0,Stub,200.6
Rai Hassan Nawaz,Pakistan,800456675.0,Stub,200.6
Muhammad Ibrahim Jatoi,Pakistan,800456747.0,Stub,200.6
Zulfiqar Ali Behan,Pakistan,800456750.0,Stub,200.6
Sadiq Ali Memon,Pakistan,800456765.0,Stub,200.6
Muhammad Rehan Hashmi,Pakistan,800456781.0,Stub,200.6
Abdul Rahim Khan Mandokhel,Pakistan,800456828.0,Start,200.6
Imran Khattak,Pakistan,800562096.0,Stub,200.6
Mujahid Ali,Pakistan,800569621.0,Start,200.6
Khawaja Izharul Hassan,Pakistan,800570820.0,Start,200.6
Bashir Ahmed Sarki,Pakistan,800574730.0,n/a,200.6
Shahbaz Bhatti,Pakistan,800624562.0,C,200.6
Syed Abuzar Bukhari,Pakistan,800736185.0,Stub,200.6
Syed Anayat Ali Shah,Pakistan,800736220.0,Stub,200.6
Sultan Mehmood Chaudhry,Pakistan,800770094.0,Stub,200.6
Salim Rehman,Pakistan,800773978.0,Start,200.6
Sher Akbar Khan,Pakistan,800774519.0,Stub,200.6
Ghulam Muhammad Khan Bhurgri,Pakistan,800818948.0,C,200.6
Gul Hameed Khan Rokhri,Pakistan,800876407.0,Start,200.6
Ghazi Ghulab Jamal,Pakistan,800876627.0,Stub,200.6
Shahab Uddin Khan,Pakistan,800877897.0,Start,200.6
Alhaj Shah Jee Gul Afridi,Pakistan,800878232.0,Stub,200.6
Nasir Khan Afridi,Pakistan,800878551.0,Stub,200.6
Chaudhry Khaliquzzaman,Pakistan,800908672.0,Start,200.6
Babar Awan,Pakistan,800917339.0,C,200.6
Asim Hussain,Pakistan,800947032.0,Start,200.6
Abid Sher Ali,Pakistan,801061957.0,Start,200.6
Lady Abdullah Haroon,Pakistan,801165999.0,Stub,200.6
Abdul Wahid Soomro,Pakistan,801213228.0,Stub,200.6
Kiran Haider,Pakistan,801221172.0,Stub,200.6
Naseema Hafeez Panezai,Pakistan,801221184.0,Stub,200.6
Nafeesa Inayatullah Khan Khattak,Pakistan,801221204.0,Stub,200.6
Sajida Begum,Pakistan,801221216.0,Stub,200.6
Begum Tahira Bukhari,Pakistan,801221235.0,Stub,200.6
Aisha Syed (politician),Pakistan,801221291.0,Stub,200.6
Zaib Jaffar,Pakistan,801221306.0,Stub,200.6
Parveen Masood Bhatti,Pakistan,801221317.0,Stub,200.6
Kiran Imran Dar,Pakistan,801221323.0,Stub,200.6
Shaista Pervaiz,Pakistan,801221328.0,Stub,200.6
Nighat Parveen,Pakistan,801221336.0,Stub,200.6
Begum Majeeda Wyne,Pakistan,801221342.0,Stub,200.6
Khalida Mansoor,Pakistan,801221348.0,Stub,200.6
Asyia Naz Tanoli,Pakistan,801221355.0,Stub,200.6
Rida Khan,Pakistan,801221367.0,Stub,200.6
Seema Mohiuddin Jameeli,Pakistan,801221428.0,Stub,200.6
Shahnaz Saleem Malik,Pakistan,801221441.0,Stub,200.6
Leila Khan,Pakistan,801221451.0,Stub,200.6
Surriya Asghar,Pakistan,801221463.0,Stub,200.6
Shahzadi Umerzadi Tiwana,Pakistan,801221466.0,Stub,200.6
Maiza Hameed,Pakistan,801221472.0,Stub,200.6
Farhana Qamar,Pakistan,801221481.0,Stub,200.6
Shaheen Shafiq,Pakistan,801221488.0,Stub,200.6
Iffat Liaqat,Pakistan,801221495.0,Stub,200.6
Abdul Ghani Talpur,Pakistan,801221497.0,Stub,200.6
Romina Khurshid Alam,Pakistan,801221513.0,Stub,200.6
Zuhra Wadood Fatmi,Pakistan,801221520.0,Stub,200.6
Asma Mamdot,Pakistan,801221526.0,Stub,200.6
Sabiha Nazir,Pakistan,801221591.0,Stub,200.6
Ammara Khan,Pakistan,801221593.0,Stub,200.6
Phyllis Azeem,Pakistan,801221600.0,Stub,200.6
Shaza Fatima Khawaja,Pakistan,801221606.0,Stub,200.6
Shakila Luqman,Pakistan,801221628.0,Stub,200.6
Munaza Hassan,Pakistan,801221647.0,Stub,200.6
Belum Hasnain,Pakistan,801221658.0,Stub,200.6
Suraiya Jatoi,Pakistan,801221663.0,Stub,200.6
Shagufta Jumani,Pakistan,801221670.0,Stub,200.6
Mahreen Razaque Bhutto,Pakistan,801221678.0,Stub,200.6
Shazia Sobia,Pakistan,801221688.0,Stub,200.6
Shahida Rehmani,Pakistan,801221695.0,Stub,200.6
Musarat Rafique Mahesar,Pakistan,801221699.0,Stub,200.6
Kishwer Zehra,Pakistan,801221740.0,Stub,200.6
Fouzia Hameed,Pakistan,801221746.0,Stub,200.6
Saman Sultana Jaffri,Pakistan,801221752.0,Stub,200.6
Nikhat Shakeel Khan,Pakistan,801221762.0,Stub,200.6
Reeta Ishwar,Pakistan,801221770.0,Stub,200.6
Shahjehan (politician),Pakistan,801221776.0,Stub,200.6
Abdul Haq (politician),Pakistan,801221880.0,Stub,200.6
Shamasunnisa,Pakistan,801221920.0,Stub,200.6
